2486.00 -0.108370
2488.67 -0.105959
2491.34 -0.111878
2494.01 -0.104639
2496.68 -0.085734
2499.35 -0.113461
2502.02 -0.065271
2504.69 -0.073111
2507.36 -0.072482
2510.03 -0.052173
2512.70 -0.068856
2515.37 -0.091056
2518.04 -0.066692
2520.71 -0.063297
2523.38 -0.055660
2526.05 -0.041301
2528.72 -0.062031
2531.39 -0.060291
2534.06 -0.078859
2536.73 -0.026806
2539.40 -0.020483
2542.07 -0.028468
2544.74 -0.048263
2547.41 -0.004324
2550.08 -0.055559
2552.75 -0.037184
2555.42 -0.073617
2558.09 -0.054369
2560.76 0.006467
2563.43 -0.028920
2566.10 -0.030823
2568.77 0.026280
2571.44 -0.034843
2574.11 0.011277
2576.78 -0.004149
2579.45 -0.021380
2582.12 -0.005889
2584.79 0.040840
2587.46 0.017940
2590.13 -0.002582
2592.80 -0.009277
2595.47 0.073269
2598.14 0.040389
2600.81 0.013269
2603.48 0.019980
2606.15 0.059161
2608.82 0.050766
2611.49 0.076802
2614.16 0.078229
2616.83 0.081706
2619.50 0.045642
2622.17 0.081961
2624.84 0.042921
2627.51 0.066764
2630.18 0.091519
2632.85 0.086299
2635.52 0.046874
2638.19 0.059498
2640.86 0.050760
2643.53 0.080200
2646.20 0.079389
2648.87 0.046513
2651.54 0.068832
2654.21 0.025921
2656.88 0.023043
2659.55 0.048177
2662.22 0.023904
2664.89 0.055449
2667.56 0.035458
2670.23 0.052423
2672.90 0.040007
2675.57 0.021019
2678.24 0.048687
2680.91 0.035601
2683.58 0.050235
2686.25 0.026554
2688.92 0.019909
2691.59 0.013649
2694.26 0.012665
2696.93 0.034975
2699.60 0.040051
2702.27 0.048443
2704.94 0.032762
2707.61 0.040236
2710.28 0.012817
2712.95 0.014862
2715.62 0.030486
2718.29 0.037650
2720.96 0.022549
2723.63 -0.009618
2726.30 0.003050
2728.97 0.033815
2731.64 0.010747
2734.31 0.028379
2736.98 0.014300
2739.65 -0.022739
2742.32 0.009506
2744.99 -0.008897
2747.66 -0.008960
2750.33 -0.009260
2753.00 -0.025275
2755.67 -0.038369
2758.34 -0.022797
2761.01 -0.028025
2763.68 -0.058657
2766.35 -0.025709
2769.02 -0.068211
2771.69 -0.073133
2774.36 -0.081457
2777.03 -0.067758
2779.70 -0.059824
2782.37 -0.048060
2785.04 -0.054005
2787.71 -0.026430
2790.38 -0.023478
2793.05 -0.008139
2795.72 -0.009171
2798.39 -0.005345
2801.06 0.015573
2803.73 -0.027393
2806.40 -0.023821
2809.07 0.011714
2811.74 -0.004862
2814.41 -0.024032
2817.08 -0.025596
2819.75 -0.016523
2822.42 -0.022475
2825.09 -0.032749
2827.76 -0.011022
2830.43 -0.014620
2833.10 0.002558
2835.77 0.005796
2838.44 0.020445
2841.11 0.021074
2843.78 0.009209
2846.45 0.025006
2849.12 0.036122
2851.79 0.025959
2854.46 0.042603
2857.13 0.053970
2859.80 0.052392
2862.47 0.050128
2865.14 0.049436
2867.81 0.066936
2870.48 0.079433
2873.15 0.063223
2875.82 0.052726
2878.49 0.065751
2881.16 0.073950
2883.83 0.032122
2886.50 0.073919
2889.17 0.045034
2891.84 0.047355
2894.51 0.047152
2897.18 0.047903
2899.85 0.019501
2902.52 0.040538
2905.19 0.029055
2907.86 0.052211
2910.53 0.038635
2913.20 0.038683
2915.87 0.042325
2918.54 0.026921
2921.21 0.052920
2923.88 0.044545
2926.55 0.052637
2929.22 0.062503
2931.89 0.058807
2934.56 0.058319
2937.23 0.048633
2939.90 0.063314
2942.57 0.065907
2945.24 0.044203
2947.91 0.068174
2950.58 0.049464
2953.25 0.060756
2955.92 0.041218
2958.59 0.067141
2961.26 0.022038
2963.93 0.054551
2966.60 0.047059
2969.27 0.040109
2971.94 0.053600
2974.61 0.070530
2977.28 0.050230
2979.95 0.053131
2982.62 0.056257
2985.29 0.055259
2987.96 0.042757
2990.63 0.055989
2993.30 0.043864
2995.97 0.014438
2998.64 0.014835
3001.31 0.040930
3003.98 0.039426
3006.65 0.032150
3009.32 0.019881
3011.99 0.026981
3014.66 0.023198
3017.33 0.003092
3020.00 0.013792
3022.67 -0.009770
3025.34 0.022682
3028.01 0.018743
3030.68 0.006342
3033.35 0.010450
3036.02 0.014934
3038.69 0.006190
3041.36 0.003352
3044.03 0.010011
3046.70 0.020205
3049.37 0.018802
3052.04 -0.000493
3054.71 0.009686
3057.38 0.003950
3060.05 0.001785
3062.72 0.015271
3065.39 -0.003263
3068.06 0.010800
