2486.00 0.022321
2488.67 0.021651
2491.34 0.022479
2494.01 0.021817
2496.68 0.012319
2499.35 0.015433
2502.02 0.007088
2504.69 0.012582
2507.36 0.003036
2510.03 0.013882
2512.70 0.017975
2515.37 0.019280
2518.04 0.003739
2520.71 0.001786
2523.38 0.007453
2526.05 0.004871
2528.72 0.008014
2531.39 0.006681
2534.06 0.007785
2536.73 0.007492
2539.40 0.013001
2542.07 0.009932
2544.74 0.008918
2547.41 0.025954
2550.08 0.009053
2552.75 0.022835
2555.42 0.011733
2558.09 0.014874
2560.76 0.020730
2563.43 0.019376
2566.10 0.002359
2568.77 0.027724
2571.44 0.016592
2574.11 0.014804
2576.78 0.018111
2579.45 0.008635
2582.12 0.010339
2584.79 0.008406
2587.46 0.019055
2590.13 0.008085
2592.80 0.008340
2595.47 0.030904
2598.14 0.019099
2600.81 0.020675
2603.48 0.008476
2606.15 0.015822
2608.82 0.011561
2611.49 0.012486
2614.16 0.011162
2616.83 0.009255
2619.50 0.006078
2622.17 0.003993
2624.84 0.003806
2627.51 0.013489
2630.18 0.010049
2632.85 0.010214
2635.52 0.009505
2638.19 0.005250
2640.86 0.007845
2643.53 0.005821
2646.20 0.011050
2648.87 0.004730
2651.54 0.007602
2654.21 0.010294
2656.88 0.002262
2659.55 0.003175
2662.22 0.005358
2664.89 0.008416
2667.56 0.005703
2670.23 0.005086
2672.90 0.004965
2675.57 0.005385
2678.24 0.008576
2680.91 -0.000020
2683.58 0.003843
2686.25 0.007845
2688.92 0.006873
2691.59 0.002862
2694.26 0.004966
2696.93 -0.004252
2699.60 0.007980
2702.27 0.013185
2704.94 0.010331
2707.61 0.011106
2710.28 0.007479
2712.95 0.015965
2715.62 0.006784
2718.29 0.007666
2720.96 0.008915
2723.63 0.006245
2726.30 0.013202
2728.97 0.008099
2731.64 0.021715
2734.31 0.036978
2736.98 0.031968
2739.65 0.017026
2742.32 0.025578
2744.99 0.031537
2747.66 0.034122
2750.33 0.026133
2753.00 0.031277
2755.67 0.030246
2758.34 0.040760
2761.01 0.042420
2763.68 0.045809
2766.35 0.056078
2769.02 0.052056
2771.69 0.049848
2774.36 0.068322
2777.03 0.072767
2779.70 0.083040
2782.37 0.071263
2785.04 0.081083
2787.71 0.080905
2790.38 0.079532
2793.05 0.079169
2795.72 0.062351
2798.39 0.045794
