2486.00 -0.066706
2488.67 -0.065611
2491.34 -0.066244
2494.01 -0.064054
2496.68 -0.065016
2499.35 -0.082358
2502.02 -0.033266
2504.69 -0.025776
2507.36 -0.028348
2510.03 -0.019540
2512.70 -0.049114
2515.37 -0.058224
2518.04 -0.039249
2520.71 -0.035973
2523.38 -0.032239
2526.05 -0.040760
2528.72 0.004513
2531.39 -0.041735
2534.06 -0.007242
2536.73 0.001743
2539.40 -0.037362
2542.07 -0.007686
2544.74 -0.021891
2547.41 -0.027284
2550.08 -0.027361
2552.75 -0.033928
2555.42 0.006945
2558.09 -0.027887
2560.76 0.010410
2563.43 -0.019116
2566.10 0.021596
2568.77 -0.001194
2571.44 -0.004941
2574.11 0.006844
2576.78 0.003074
2579.45 -0.017174
2582.12 0.007694
2584.79 -0.023645
2587.46 -0.022825
2590.13 0.038540
2592.80 0.020546
2595.47 0.049342
2598.14 0.016512
2600.81 -0.010177
2603.48 -0.003362
2606.15 0.068341
2608.82 0.002737
2611.49 0.042826
2614.16 0.081073
2616.83 0.029981
2619.50 0.003478
2622.17 0.067842
2624.84 0.042809
2627.51 0.044225
2630.18 0.011846
2632.85 0.007914
2635.52 -0.004702
2638.19 0.024325
2640.86 0.029024
2643.53 0.001867
2646.20 0.000787
2648.87 0.019328
2651.54 0.027951
2654.21 0.000894
2656.88 0.045293
2659.55 0.039654
2662.22 0.042673
2664.89 0.028945
2667.56 0.032322
2670.23 0.037451
2672.90 0.064203
2675.57 0.030410
2678.24 0.051493
2680.91 0.047806
2683.58 -0.000582
2686.25 0.022514
2688.92 0.023594
2691.59 0.003237
2694.26 0.017992
2696.93 0.019532
2699.60 0.044540
2702.27 0.029576
2704.94 0.043578
2707.61 0.028048
2710.28 0.031864
2712.95 0.031906
2715.62 0.034135
2718.29 0.059461
2720.96 0.008880
2723.63 0.055919
2726.30 0.065755
2728.97 0.021549
2731.64 0.052671
2734.31 0.079170
2736.98 0.034882
2739.65 0.031530
2742.32 0.048872
2744.99 0.059726
2747.66 0.041522
2750.33 0.044809
2753.00 0.036482
2755.67 0.030995
2758.34 0.044365
2761.01 0.044117
2763.68 0.027810
2766.35 0.004784
2769.02 0.055517
2771.69 0.086038
2774.36 0.092529
2777.03 0.068458
2779.70 0.084406
2782.37 0.059700
2785.04 0.088730
2787.71 0.096743
2790.38 0.094897
2793.05 0.087810
2795.72 -0.066220
2798.39 -0.078320
2801.06 -0.020030
